chinese,thai_meaning,category,hsk_level
好学,"ชอบเรียน, ใฝ่เรียนรู้",,hsk6
好容易,"อย่างง่ายดาย, ไม่ยากเย็น",,hsk6
如,"เหมือน, ดุจ, ราวกับ",,hsk6
如一,"เหมือนเดิม, ไม่เปลี่ยนแปลง",,hsk6
妙,"ยอดเยี่ยม, วิเศษ, น่าทึ่ง",,hsk6
姑且,"ชั่วคราว, อย่างน้อยก็, ก็ได้",,hsk6
姑姑,"อา, น้า, คุณป้า",,hsk6
威望,"บารมี, ชื่อเสียง, เกียรติยศ",,hsk6
娃娃,"ตุ๊กตา, เด็กน้อย",,hsk6
娱乐,"ความบันเทิง, การพักผ่อนหย่อนใจ",,hsk6
媒介,"สื่อกลาง, ตัวกลาง",,hsk6
嫌,"รังเกียจ, ไม่พอใจ, เบื่อหน่าย",,hsk6
季军,"อันดับสาม, ที่สาม",,hsk6
孤儿,"เด็กกำพร้า, ลูกกำพร้า",,hsk6
孤独,"ความโดดเดี่ยว, ความอ้างว้าง, เปล่าเปลี่ยว",,hsk6
学会,"เรียนรู้, ฝึกฝน, เชี่ยวชาญ",,hsk6
学员,"นักเรียน, ผู้เรียน, ลูกศิษย์",,hsk6
宁肯,"ยอม, ยินยอม, เต็มใจ",,hsk6
宇航员,"นักบินอวกาศ, นักอวกาศ",,hsk6
安居乐业,ตั้งถิ่นฐานอย่างสงบสุขและทำงานอย่างมีความสุข,,hsk6
安检,การตรวจความปลอดภัย,,hsk6
安详,"สงบ, สุขุม, เยือกเย็น",,hsk6
宏大,"ยิ่งใหญ่, กว้างขวาง, มโหฬาร",,hsk6
官司,"คดีความ, การฟ้องร้อง",,hsk6
定价,"การกำหนดราคา, การตั้งราคา",,hsk6
定位,"การระบุตำแหน่ง, การวางตำแหน่ง",,hsk6
定时,"ตรงเวลา, ตามกำหนดเวลา",,hsk6
宠物,สัตว์เลี้ยง,,hsk6
审理,"การพิจารณาคดี, การไต่สวน",,hsk6
客车,"รถโดยสาร, รถประจำทาง",,hsk6
宫,"วัง, ปราสาท",,hsk6
宴会,"งานเลี้ยง, งานฉลอง",,hsk6
家园,"บ้านเกิด, บ้าน, ที่อยู่อาศัย",,hsk6
家常,"ธรรมดา, ทั่วไป, บ้านๆ",,hsk6
家电,เครื่องใช้ไฟฟ้าในบ้าน,,hsk6
容器,"ภาชนะ, บรรจุภัณฑ์",,hsk6
容貌,"รูปร่างหน้าตา, โฉมหน้า",,hsk6
宽阔,"กว้างขวาง, กว้างใหญ่",,hsk6
富人,"คนรวย, ผู้มั่งคั่ง",,hsk6
富有,"ร่ำรวย, มั่งคั่ง, อุดมสมบูรณ์",,hsk6
寒暄,"การทักทาย, การพูดคุยเรื่องสัพเพเหระ",,hsk6
对外,"ภายนอก, ด้านนอก, กับต่างประเทศ",,hsk6
对抗,"การต่อต้าน, การเผชิญหน้า",,hsk6
寺,"วัด, อาราม",,hsk6
将军,"แม่ทัพ, ขุนพล",,hsk6
小于,น้อยกว่า,,hsk6
小费,"ทิป, ค่าบริการ",,hsk6
小麦,ข้าวสาลี,,hsk6
少儿,"เด็กและเยาวชน, วัยเด็ก",,hsk6
尖,"ปลายแหลม, ยอดแหลม, จุดสูงสุด",,hsk6
就是说,"กล่าวคือ, หมายความว่า",,hsk6
尽,"ทำให้เสร็จ, ทำให้หมด, จนกระทั่ง",,hsk6
层面,"ระดับ, ชั้น, แง่มุม",,hsk6
屏幕,"หน้าจอ, จอภาพ",,hsk6
屏障,"สิ่งกีดขวาง, อุปสรรค, กำแพง",,hsk6
屑,"เศษเล็กเศษน้อย, ขี้เลื่อย, ฝุ่นผง",,hsk6
山坡,"เนินเขา, เชิงเขา",,hsk6
山峰,"ยอดเขา, ยอดดอย",,hsk6
山脉,"เทือกเขา, แนวเขา",,hsk6
山谷,"หุบเขา, ลำธาร",,hsk6
岔,"ทางแยก, กิ่งก้าน, แขนง",,hsk6
岗位,"ตำแหน่งงาน, หน้าที่, ตำแหน่ง",,hsk6
岛,เกาะ,,hsk6
峰会,การประชุมสุดยอด,,hsk6
崇敬,"ความเคารพ, ความนับถือ, ความเลื่อมใส",,hsk6
州,"มณฑล, รัฐ",,hsk6
巧妙,"ชาญฉลาด, หลักแหลม, มีไหวพริบ",,hsk6
巩固,"ทำให้แข็งแกร่ง, ทำให้มั่นคง, เสริมสร้าง",,hsk6
差异,"ความแตกต่าง, ความหลากหลาย",,hsk6
巴结,"ประจบสอพลอ, เอาอกเอาใจ",,hsk6
巷,"ตรอก, ซอย",,hsk6
市民,"พลเมือง, ประชาชน",,hsk6
布告,"ประกาศ, แถลงการณ์",,hsk6
布满,"เต็มไปด้วย, ปกคลุมไปด้วย",,hsk6
师父,"อาจารย์, ครู, ผู้เชี่ยวชาญ",,hsk6
师生,ครูและนักเรียน,,hsk6
常务,"ประจำ, ปฏิบัติการ",,hsk6
常年,"ตลอดปี, เป็นประจำทุกปี",,hsk6
常规,"ปกติ, ทั่วไป, มาตรฐาน",,hsk6
干劲,"ความกระตือรือร้น, พลัง, กำลังใจ",,hsk6
干涉,"การแทรกแซง, การก้าวก่าย",,hsk6
平方米,ตารางเมตร,,hsk6
平行,"ขนาน, คู่ขนาน",,hsk6
并存,"ดำรงอยู่ร่วมกัน, เกิดขึ้นพร้อมกัน",,hsk6
幻想,"จินตนาการ, เพ้อฝัน",,hsk6
广阔,"กว้างขวาง, กว้างใหญ่ไพศาล",,hsk6
庄重,"เคร่งขรึม, จริงจัง, สง่างาม",,hsk6
序言,"คำนำ, บทนำ",,hsk6
应对,"การรับมือ, การตอบสนอง",,hsk6
应急,"ฉุกเฉิน, แก้ไขสถานการณ์เฉพาะหน้า",,hsk6
座谈会,"การสัมมนา, การประชุม",,hsk6
康复,"การฟื้นฟู, การเยียวยา",,hsk6
开关,"สวิตช์, สวิตช์ไฟ",,hsk6
开创,"ริเริ่ม, บุกเบิก, สร้างสรรค์",,hsk6
开夜车,"ทำงานดึก, อ่านหนังสือตอนกลางคืน",,hsk6
开头,"จุดเริ่มต้น, บทนำ",,hsk6
开设,"เปิด, ก่อตั้ง, จัดตั้ง",,hsk6
开通,"เปิด, ทำให้สะดวก, เชื่อมต่อ",,hsk6
异常,"ผิดปกติ, ผิดธรรมดา, ไม่ปกติ",,hsk6
强势,"แข็งแกร่ง, ทรงพลัง, มีอำนาจ",,hsk6
强化,"เสริมกำลัง, ทำให้แข็งแกร่งขึ้น",,hsk6
强壮,"แข็งแรง, กำยำ",,hsk6
强盗,"โจร, ผู้ร้าย",,hsk6
当作,"ถือว่า, ถือเป็น",,hsk6
当天,"วันนั้น, ในวันเดียวกัน",,hsk6
当成,"ถือว่า, ถือเป็น",,hsk6
录像,"บันทึกวิดีโอ, การถ่ายวิดีโอ",,hsk6
录音机,"เครื่องบันทึกเสียง, เครื่องเล่นเทป",,hsk6
形,"รูปร่าง, รูปแบบ, ลักษณะ",,hsk6
影响力,"อิทธิพล, บารมี",,hsk6
影星,"ดาราภาพยนตร์, นักแสดงภาพยนตร์",,hsk6
影迷,"แฟนภาพยนตร์, แฟนหนัง",,hsk6
往后,"ต่อไป, ในอนาคต",,hsk6
往年,"ปีก่อนๆ, ปีที่แล้ว",,hsk6
往来,"การไปมาหาสู่, การติดต่อ",,hsk6
待会儿,"เดี๋ยว, สักครู่",,hsk6
很难说,"ยากที่จะบอก, ไม่แน่ใจ",,hsk6
徒弟,"ลูกศิษย์, ศิษย์",,hsk6
循环,"วงจร, การหมุนเวียน",,hsk6
心愿,"ความปรารถนา, ความตั้งใจ",,hsk6
心灵,"จิตใจ, จิตวิญญาณ",,hsk6
必修,"ภาคบังคับ, จำเป็นต้องเรียน",,hsk6
必将,"แน่นอนว่าจะ, จะต้อง",,hsk6
忠心,"ความภักดี, ความซื่อสัตย์",,hsk6
快车,"รถด่วน, รถเร็ว",,hsk6
思绪,"ความคิด, ความรู้สึกนึกคิด",,hsk6
急于求成,รีบร้อนที่จะประสบความสำเร็จ,,hsk6
急切,"เร่งรีบ, กระตือรือร้น",,hsk6
急功近利,"แสวงหาผลประโยชน์ระยะสั้น, เห็นแก่ตัว",,hsk6
急救,"การปฐมพยาบาล, การช่วยชีวิตฉุกเฉิน",,hsk6
性感,"เซ็กซี่, เร้าอารมณ์",,hsk6
总和,"ผลรวม, ยอดรวม",,hsk6
总监,"ผู้อำนวยการ, ผู้จัดการ",,hsk6
总经理,"ผู้จัดการทั่วไป, ผู้จัดการใหญ่",,hsk6
总部,"สำนักงานใหญ่, กองบัญชาการ",,hsk6
总量,"ปริมาณรวม, ผลรวม",,hsk6
恩人,"ผู้มีพระคุณ, ผู้ช่วยเหลือ",,hsk6
恭敬,"นอบน้อม, เคารพ, อ่อนน้อมถ่อมตน",,hsk6
恰好,"พอดี, เหมาะสม",,hsk6
恰当,"เหมาะสม, พอเหมาะ",,hsk6
恰恰,"พอดี, เป๊ะ",,hsk6
恳切,"จริงใจ, จริงจัง, ด้วยความตั้งใจ",,hsk6
恼火,"โกรธ, หงุดหงิด",,hsk6
患者,"ผู้ป่วย, คนไข้",,hsk6
悬,"แขวน, ค้าง, ลอย",,hsk6
悬崖峭壁,"หน้าผาชัน, หน้าผา",,hsk6
悲惨,"น่าเศร้า, น่าสังเวช, โศกเศร้า",,hsk6
情理,"เหตุผล, ความสมเหตุสมผล",,hsk6
惊人,"น่าทึ่ง, น่าประหลาดใจ",,hsk6
惊动,"ทำให้ตกใจ, ทำให้ประหลาดใจ, ทำให้วุ่นวาย",,hsk6
惨,"น่าสังเวช, โศกเศร้า, รันทด",,hsk6
想不到,"ไม่คาดคิด, ไม่คาดฝัน",,hsk6
惹祸,"ก่อปัญหา, สร้างความเดือดร้อน",,hsk6
愈,"ยิ่ง, มากขึ้น",,hsk6
意想不到,"ไม่คาดคิด, ไม่คาดฝัน",,hsk6
意愿,"ความตั้งใจ, ความประสงค์, ความปรารถนา",,hsk6
愚昧,"โง่เขลา, ทึ่ม, ไม่รู้เรื่องรู้ราว",,hsk6
慢车,"รถไฟช้า, รถประจำทาง",,hsk6
懒,"ขี้เกียจ, เกียจคร้าน",,hsk6
戏曲,"งิ้ว, ละครจีน, การแสดงงิ้ว",,hsk6
成品,"ผลิตภัณฑ์สำเร็จรูป, สินค้าสำเร็จรูป",,hsk6
成心,"ตั้งใจ, จงใจ, เจตนา",,hsk6
战友,"เพื่อนร่วมรบ, สหายร่วมรบ",,hsk6
战场,"สมรภูมิ, สนามรบ, แนวรบ",,hsk6
战役,"ยุทธการ, การรบ, สมรภูมิ",,hsk6
战术,"ยุทธวิธี, กลยุทธ์การรบ",,hsk6
战略,"ยุทธศาสตร์, กลยุทธ์, แผนการใหญ่",,hsk6
截止,"สิ้นสุด, ถึงกำหนด, หมดเขต",,hsk6
截至,"จนถึง, ถึง, ณ",,hsk6
户外,"กลางแจ้ง, นอกบ้าน, นอกอาคาร",,hsk6
房价,"ราคาบ้าน, ค่าบ้าน",,hsk6
扁,"แบน, แบนราบ, แบนๆ",,hsk6
手续费,"ค่าธรรมเนียม, ค่าดำเนินการ",,hsk6
才干,"ความสามารถ, ความสามารถพิเศษ, ไหวพริบ",,hsk6
扎,"มัด, ผูก, แทง, ปัก ; รู้สึก (ไม่สบาย)",,hsk6
扎实,"มั่นคง, แข็งแรง, หนักแน่น, จริงจัง",,hsk6
扑,"พุ่ง, ทุ่ม, กระโจน, โผ ; ปิด (ตา)",,hsk6
打动,"ทำให้ประทับใจ, ทำให้ซาบซึ้ง, ทำให้คล้อยตาม",,hsk6
打发,"ส่งไป, ไล่ไป, ปล่อยไป ; ใช้เวลา (ให้หมดไป)",,hsk6
打官司,"ฟ้องร้อง, ขึ้นโรงขึ้นศาล, ดำเนินคดี",,hsk6
打断,"ขัดจังหวะ, ตัดบท, ทำให้หยุดชะงัก",,hsk6
打牌,"เล่นไพ่, เล่นการพนันด้วยไพ่",,hsk6
打造,"สร้าง, หล่อหลอม, ประดิษฐ์, สร้างสรรค์",,hsk6
托运,"ฝากส่ง, ส่งของ, ขนส่ง",,hsk6
扣,"หัก (เงิน, คะแนน) ; จับ (กุม)",,hsk6
扩充,"ขยาย, เพิ่ม, เสริม, เติม",,hsk6
扭,"บิด, หมุน, เคล็ด (ขัดยอก)",,hsk6
投掷,"ขว้าง, ปา, โยน",,hsk6
投票,"ลงคะแนน, โหวต",,hsk6
抗议,"ประท้วง, คัดค้าน, ต่อต้าน",,hsk6
护,"ปกป้อง, คุ้มครอง, ดูแล",,hsk6
报刊,"หนังสือพิมพ์และนิตยสาร, สื่อสิ่งพิมพ์",,hsk6
报考,"สมัครสอบ, ลงทะเบียนสอบ",,hsk6
抵抗,"ต่อต้าน, ต้านทาน, ขัดขืน",,hsk6
抵达,"ไปถึง, มาถึง, บรรลุถึง",,hsk6
抹杀,"ลบล้าง, ทำลาย, ทำให้สูญสิ้น",,hsk6
抽空,"หาเวลาว่าง, หาโอกาส, แบ่งเวลา",,hsk6
担忧,"กังวล, ห่วงใย, เป็นห่วง",,hsk6
拆迁,"รื้อถอนและย้าย, การเวนคืนที่ดิน",,hsk6
拐,"หัก (มุม), เลี้ยว, ลักพาตัว, ล่อลวง",,hsk6
拔苗助长,"เร่งรีบจนเสียผล, หวังดีประสงค์ร้าย",,hsk6
拖,"ลาก, ดึง, ถ่วงเวลา, เลื่อนเวลา",,hsk6
拖鞋,"รองเท้าแตะ, สลิปเปอร์",,hsk6
招,"เรียก, เชิญ, ดึงดูด, สัญญา",,hsk6
招投标,"การประกวดราคา, การประมูล",,hsk6
招聘,"รับสมัครงาน, ประกาศรับสมัครงาน",,hsk6
拨打,"โทรออก, โทร",,hsk6
拿走,"หยิบไป, เอาไป",,hsk6
持有,"ถือ, ครอบครอง, มี",,hsk6
指头,"นิ้วมือ, นิ้ว",,hsk6
指定,"กำหนด, ระบุ, ชี้เฉพาะ",,hsk6
指数,"ดัชนี, ค่าดัชนี",,hsk6
指着,"ชี้ไปที่, ชี้บอก",,hsk6
挑拨,"ยุยง, ปลุกปั่น, ส่อเสียด",,hsk6
挖,"ขุด, ขุดค้น",,hsk6
挥霍,"ผลาญ, สุรุ่ยสุร่าย, ใช้จ่ายฟุ่มเฟือย",,hsk6
挨,"ถูก, ได้รับ (การลงโทษ, ความยากลำบาก)",,hsk6
挨打,"ถูกตี, โดนตี",,hsk6
挨着,"ติดกัน, ข้างๆ, ถัดไป",,hsk6
挺拔,"สูงสง่า, ตั้งตรง, ชะลูด",,hsk6
捆绑,"มัด, ผูกมัด",,hsk6
捉,"จับ, คว้า, ล่า",,hsk6
捐,"บริจาค, อุทิศ",,hsk6
捐助,"บริจาค, ให้ความช่วยเหลือ",,hsk6
捐赠,"บริจาค, มอบให้",,hsk6
捕,"จับ, ล่า, จับกุม",,hsk6
捡,"เก็บ, เก็บขึ้นมา, หยิบ",,hsk6
据,"ยึด, ถือ, ควบคุม",,hsk6
掌声,เสียงปรบมือ,,hsk6
掏,"ล้วง, ควัก, หยิบออกมา",,hsk6
排行榜,"อันดับ, ตารางอันดับ",,hsk6
探索,"สำรวจ, ค้นหา, สืบเสาะ",,hsk6
探讨,"อภิปราย, แลกเปลี่ยนความคิดเห็น, พิจารณา",,hsk6
接收,"รับ, รับเข้ามา",,hsk6
推出,"เปิดตัว, นำเสนอ, ผลักดัน",,hsk6
推论,"อนุมาน, สรุปผล",,hsk6
提交,"ส่ง, ยื่น, เสนอ",,hsk6
提升,"ยกระดับ, เลื่อนตำแหน่ง, เพิ่ม",,hsk6
揭,"เปิดเผย, แฉ, เปิดโปง",,hsk6
援助,"ความช่วยเหลือ, การสนับสนุน",,hsk6
搭档,"คู่หู, หุ้นส่วน, เพื่อนร่วมงาน",,hsk6
摄取,"ดูดซับ, รับเอา",,hsk6
摊儿,"แผงลอย, ร้านแผงลอย",,hsk6
摘要,"บทคัดย่อ, สาระสำคัญ",,hsk6
摧残,"ทำลาย, บ่อนทำลาย, ทรมาน",,hsk6
撑,"ค้ำจุน, พยุง, สนับสนุน ; ทน, อดทน",,hsk6
撤离,"อพยพ, อพยพออก",,hsk6
撤退,"ถอย, ถอนกำลัง, ล่าถอย",,hsk6
撤销,"ยกเลิก, เพิกถอน, ล้มเลิก",,hsk6
播,"หว่าน, กระจาย, แพร่",,hsk6
播种,"หว่านเมล็ด, เพาะปลูก",,hsk6
操纵,"ควบคุม, จัดการ, ชักใย",,hsk6
操练,"ฝึกซ้อม, ฝึกฝน",,hsk6
攀登,"ปีน, ไต่, ป่าย",,hsk6
支援,"สนับสนุน, ช่วยเหลือ, หนุนหลัง",,hsk6
支撑,"ค้ำจุน, พยุง, สนับสนุน",,hsk6
支流,"สาขา, แขนง, ทางแยก",,hsk6
收养,รับเลี้ยงเป็นบุตรบุญธรรม,,hsk6
收取,"เรียกเก็บ, รับ, เก็บค่า",,hsk6
收藏,"สะสม, เก็บรักษา, รวบรวม",,hsk6
改装,"ดัดแปลง, ปรับปรุง, ตกแต่งใหม่",,hsk6
攻克,"เอาชนะ, พิชิต, แก้ไข (ปัญหา)",,hsk6
攻击,"โจมตี, รุกราน, โจมตี (ด้วยคำพูด)",,hsk6
放射,"แผ่รังสี, ปล่อย, ฉาย",,hsk6
放手,"ปล่อยมือ, ยอมปล่อย, เลิกยึดติด",,hsk6
政党,พรรคการเมือง,,hsk6
政权,"อำนาจรัฐ, ระบอบการปกครอง",,hsk6
故障,"ความผิดปกติ, การทำงานผิดพลาด, ขัดข้อง",,hsk6
敌视,"เป็นศัตรู, มองด้วยความเป็นศัตรู",,hsk6
救助,"ช่วยเหลือ, บรรเทาทุกข์",,hsk6
救援,"ช่วยเหลือ, กู้ภัย, ช่วยเหลือ (ในภาวะวิกฤต)",,hsk6
教育部,กระทรวงศึกษาธิการ,,hsk6
敢于,"กล้าที่จะ, บังอาจ",,hsk6
整治,"จัดการ, ปรับปรุง, แก้ไข (สภาพปัญหา)",,hsk6
整顿,"จัดระเบียบ, ปรับปรุง, แก้ไข (ให้เข้าที่)",,hsk6
文娱,วัฒนธรรมและความบันเทิง,,hsk6
斑纹,"ลาย, ลวดลาย, แถบ",,hsk6
斗争,"การต่อสู้, การดิ้นรน, การแข่งขัน",,hsk6
料,"วัตถุดิบ, วัสดุ, สิ่งของ",,hsk6
斩钉截铁,"เด็ดขาด, แน่วแน่, ไม่ลังเล",,hsk6
断绝,"ตัดขาด, สิ้นสุด, ยุติ",,hsk6
斯文,"สุภาพ, เรียบร้อย, อ่อนโยน",,hsk6
新人,"คนใหม่, ผู้มาใหม่",,hsk6
新兴,"ใหม่, กำลังเติบโต, เกิดใหม่",,hsk6
方位,"ทิศทาง, ตำแหน่ง, ทิศ",,hsk6
施展,"แสดงออก, ใช้ (ความสามารถ), ปฏิบัติ",,hsk6
旅店,"โรงแรม, ที่พัก",,hsk6
旋转,"หมุน, หมุนเวียน, พลิก",,hsk6
族,"เผ่า, เชื้อชาติ, กลุ่ม",,hsk6
无从,"ไม่มีทาง, ไม่สามารถ",,hsk6
无关,"ไม่เกี่ยวข้อง, ไม่เกี่ยวข้องกัน",,hsk6
无动于衷,"ไม่แยแส, เฉยเมย, ไม่ไยดี",,hsk6
无效,"ไร้ผล, ไม่ได้ผล, ไม่มีผล",,hsk6
无理取闹,"หาเรื่อง, ก่อกวน, สร้างความวุ่นวาย",,hsk6
无穷无尽,"ไม่มีที่สิ้นสุด, ไม่รู้จบ, มากมาย",,hsk6
无赖,"อันธพาล, ไร้สาระ, เหลวไหล",,hsk6
无边,"ไร้ขอบเขต, กว้างใหญ่, ไม่มีที่สิ้นสุด",,hsk6
日夜,"ทั้งวันทั้งคืน, ตลอดเวลา",,hsk6
早晚,"ไม่ช้าก็เร็ว, ในที่สุด",,hsk6
时差,"ความแตกต่างของเวลา, เวลาที่ต่างกัน",,hsk6
时时,"บ่อยๆ, เป็นประจำ, บางครั้ง",,hsk6
时期,"ช่วงเวลา, ระยะเวลา, ยุคสมัย",,hsk6
时而,"บางครั้ง, บางคราว, เป็นครั้งคราว",,hsk6
时节,"ฤดูกาล, ช่วงเวลา",,hsk6
时装,"แฟชั่น, เสื้อผ้าแฟชั่น",,hsk6
昌盛,"เจริญรุ่งเรือง, รุ่งเรือง, เฟื่องฟู",,hsk6
明日,"พรุ่งนี้, วันมะรืน",,hsk6
昏,"มืด, สลัว, ง่วงนอน",,hsk6
显出,"แสดงให้เห็น, ปรากฏ, เผยให้เห็น",,hsk6
晓得,"รู้, ทราบ, เข้าใจ",,hsk6
晕,"เวียนหัว, มึนงง, หน้ามืด",,hsk6
晕车,"เมารถ, เมาเรือ, เมาเครื่องบิน",,hsk6
景,"ทิวทัศน์, ภาพ, สภาพ",,hsk6
景点,"จุดชมวิว, สถานที่ท่องเที่ยว",,hsk6
晾,"ตาก, ผึ่ง",,hsk6
暂且,"ชั่วคราว, ก่อน, ตอนนี้",,hsk6
暴力,"ความรุนแรง, การใช้กำลัง",,hsk6
暴雨,"ฝนตกหนัก, พายุฝน",,hsk6
暴露,"เปิดเผย, แฉ, แสดง",,hsk6
暴风雨,"พายุฝน, พายุ",,hsk6
曲子,"เพลง, ท่วงทำนอง",,hsk6
更是,"ยิ่งไปกว่านั้น, ยิ่งกว่า, ยิ่ง",,hsk6
更正,"แก้ไข, ปรับปรุง",,hsk6
最佳,"ดีที่สุด, ยอดเยี่ยมที่สุด",,hsk6
最终,"สุดท้าย, ในที่สุด, ท้ายที่สุด",,hsk6
有事,"มีธุระ, มีเรื่อง, มีปัญหา",,hsk6
有关,"เกี่ยวข้อง, เกี่ยวกับ",,hsk6
有条不紊,"เป็นระเบียบ, เป็นระบบ, มีแบบแผน",,hsk6
有没有,"มีหรือไม่, หรือไม่",,hsk6
服,"ยอม, ยอมรับ, เชื่อฟัง ; เสื้อผ้า",,hsk6
服气,"ยอมรับ, ยอม, เห็นด้วย",,hsk6
望见,"มองเห็น, แลเห็น",,hsk6
本土,"ท้องถิ่น, พื้นเมือง",,hsk6
本地,"ท้องถิ่น, ในพื้นที่",,hsk6
本期,"ฉบับนี้, ตอนนี้, งวดนี้",,hsk6
本质,"แก่นแท้, สาระสำคัญ, เนื้อแท้",,hsk6
本身,"ตัวเอง, โดยตัวมันเอง",,hsk6
机关,"กลไก, หน่วยงาน, อวัยวะ",,hsk6
机动车,"ยานยนต์, ยานพาหนะที่ใช้เครื่องยนต์",,hsk6
机械,"เครื่องจักร, กลไก",,hsk6
杂,"หลากหลาย, ปะปน, ไม่เป็นระเบียบ",,hsk6
权,"อำนาจ, สิทธิ์",,hsk6
权力,"อำนาจ, สิทธิอำนาจ",,hsk6
杆,"แท่ง, ด้าม, ก้าน",,hsk6
村庄,"หมู่บ้าน, ชุมชน",,hsk6
杠杆,"คานงัด, คาน",,hsk6
条理,"ความเป็นระเบียบ, โครงสร้าง, การจัดระบบ",,hsk6
来往,"ไปมา, ติดต่อ, คบค้า",,hsk6
杰出,"โดดเด่น, ยอดเยี่ยม, เป็นเลิศ",,hsk6
极端,"สุดขีด, รุนแรง, มาก",,hsk6
构建,"สร้าง, ก่อสร้าง, ประกอบ",,hsk6
果树,ต้นไม้ผล,,hsk6
果酱,"แยม, ผลไม้กวน",,hsk6
枝,"กิ่ง, แขนง",,hsk6
枯竭,"แห้งแล้ง, ขาดแคลน, หมดสิ้น",,hsk6
查出,"ค้นพบ, ตรวจพบ",,hsk6
查看,"ตรวจสอบ, สำรวจ, ดู",,hsk6
查获,"ตรวจยึด, จับกุม",,hsk6
柱子,"เสา, หลัก",,hsk6
柴油,ดีเซล,,hsk6
标记,"เครื่องหมาย, สัญลักษณ์, ป้าย",,hsk6
栏目,"คอลัมน์, หัวข้อข่าว, หมวดหมู่",,hsk6
样,"แบบ, รูปแบบ, ลักษณะ",,hsk6
核心,"แกนกลาง, หัวใจสำคัญ, ศูนย์กลาง",,hsk6
案例,"กรณี, คดี",,hsk6
档,"แฟ้ม, แผง",,hsk6
档案,"แฟ้มเอกสาร, เอกสาร",,hsk6
桥梁,สะพาน,,hsk6
桨,"พาย, ไม้พาย",,hsk6
梅花,"ดอกเหมย, พลัม",,hsk6
梢,"ปลาย, ยอด",,hsk6
棉,"ฝ้าย, นุ่น",,hsk6
棍棒,"กระบอง, ไม้พลอง",,hsk6
椭圆,"รูปไข่, วงรี",,hsk6
楼房,"อาคาร, ตึก",,hsk6
楼道,"โถงทางเดิน, ทางเดินในอาคาร",,hsk6
横,"ขวาง, แนวนอน",,hsk6
次品,"สินค้าด้อยคุณภาพ, ของเสีย",,hsk6
次序,"ลำดับ, ระเบียบ, ขั้นตอน",,hsk6
次数,"จำนวนครั้ง, คราว",,hsk6
款待,"ต้อนรับ, เลี้ยงดู",,hsk6
歌唱,"ร้องเพลง, ขับร้อง",,hsk6
歌星,นักร้อง,,hsk6
歌词,เนื้อเพลง,,hsk6
止,"หยุด, ยุติ, พอ",,hsk6
正当,"ถูกต้อง, เหมาะสม, ชอบธรรม",,hsk6
正月,"เดือนอ้าย, เดือนแรกของปี",,hsk6
正气,"ความถูกต้อง, ความดีงาม, พลังงานบวก",,hsk6
正负,บวกและลบ,,hsk6
此事,"เรื่องนี้, เหตุการณ์นี้",,hsk6
此前,"ก่อนหน้านี้, แต่ก่อน",,hsk6
此处,"ที่นี่, ตรงนี้",,hsk6
此次,"ครั้งนี้, คราวนี้",,hsk6
此致,ขอแสดงความนับถือ (คำลงท้ายจดหมาย),,hsk6
武侠,"กำลังภายใน, วรยุทธ์",,hsk6
死亡,"ความตาย, การเสียชีวิต",,hsk6
残疾,"ความพิการ, ทุพพลภาพ",,hsk6
残疾人,คนพิการ,,hsk6
残酷,"โหดร้าย, ทารุณ",,hsk6
殖民地,อาณานิคม,,hsk6
毁,"ทำลาย, พังทลาย",,hsk6
母,"แม่, มารดา",,hsk6
母女,แม่และลูกสาว,,hsk6
母子,แม่และลูกชาย,,hsk6
母语,"ภาษาแม่, ภาษาประจำชาติ",,hsk6
母鸡,แม่ไก่,,hsk6
毒品,"ยาเสพติด, สิ่งผิดกฎหมาย",,hsk6
民主,ประชาธิปไตย,,hsk6
民工,"แรงงานต่างด้าว, คนงานอพยพ",,hsk6
民意,"เจตจำนงของประชาชน, ความคิดเห็นของสาธารณชน",,hsk6
民警,ตำรวจประชาชน,,hsk6
气功,"ชี่กง, การฝึกพลังลมปราณ",,hsk6
气压,ความกดอากาศ,,hsk6
气概,"จิตวิญญาณ, ความองอาจ, ความกล้าหาญ",,hsk6
氢,ไฮโดรเจน,,hsk6
氧气,ออกซิเจน,,hsk6
水泥,ปูนซีเมนต์,,hsk6
求职,"การหางาน, การสมัครงาน",,hsk6
污蔑,"ใส่ร้าย, หมิ่นประมาท",,hsk6
沐浴,"อาบน้ำ, ชำระล้าง",,hsk6
没收,"ริบ, ยึด",,hsk6
油漆,"สีน้ำมัน, สีทาบ้าน",,hsk6
油腻,"มันเยิ้ม, เลี่ยน",,hsk6
治病,"รักษาโรค, บำบัดอาการป่วย",,hsk6
沿,"เลียบ, ตาม",,hsk6
沿海,"ชายฝั่ง, ริมทะเล",,hsk6
法人,นิติบุคคล,,hsk6
法庭,"ศาล, โรงศาล",,hsk6
泡,"ฟอง, ฟู, แช่",,hsk6
波动,"ความผันผวน, การแกว่งตัว",,hsk6
波浪,คลื่น,,hsk6
波涛汹涌,"คลื่นลมแรง, คลื่นซัดสาด",,hsk6
泥,"โคลน, ดินโคลน",,hsk6
注释,"หมายเหตุ, คำอธิบาย",,hsk6
洋,"มหาสมุทร, ทะเล",,hsk6
洞穴,"ถ้ำ, โพรง",,hsk6
洪水,"น้ำท่วม, อุทกภัย",,hsk6
活跃,"กระตือรือร้น, คึกคัก, มีชีวิตชีวา",,hsk6
派出,"ส่งออก, ส่งไป",,hsk6
流感,"ไข้หวัดใหญ่, โรคหวัด",,hsk6
